Date,ClosePrice
2020-10-08,1589.64
2020-10-11,1576.27
2020-10-12,1578.01
2020-10-13,1568.59
2020-10-14,1561.17
2020-10-15,1562.46
2020-10-18,1556.8
2020-10-19,1570.38
2020-10-20,1583.61
2020-10-21,1597.72
2020-10-22,1606.26
2020-10-28,1647.46
2020-10-29,1645.68
2020-11-01,1640.96
2020-11-02,1637.63
2020-11-03,1643.04
2020-11-04,1640.64
2020-11-05,1636.17
2020-11-08,1648.58
2020-11-09,1652.81
2020-11-10,1678.79
2020-11-11,1707.68
2020-11-12,1718.5
2020-11-18,1741.81
2020-11-19,1778.13
2020-11-22,1782.81
2020-11-23,1780.43
2020-11-24,1810.11
2020-11-25,1874.82
2020-11-26,1893.25
2020-11-29,1968.27
2020-11-30,1997.06
2020-12-01,2000.4
2020-12-02,2071.03
2020-12-03,2055.46
2020-12-06,1932.11
2020-12-07,2004.39
2020-12-08,1995.35
2020-12-09,1955.75
2020-12-10,1964.02
2020-12-13,2010.45
2020-12-14,2067.17
2020-12-15,2061.42
2020-12-16,2055.22
2020-12-17,2032.52
2020-12-20,1935.64
2020-12-21,1965.96
2020-12-22,2061.42
2020-12-23,2068.46
2020-12-24,2038.63
2020-12-27,1998.65
2020-12-28,2007.3
2020-12-29,2012.89
2020-12-30,2062.06
2020-12-31,2087.28
2021-01-03,2175.4
2021-01-04,2169.04
2021-01-05,2165.5
2021-01-06,2178.57
2021-01-07,2194.49
2021-01-10,2235.73
2021-01-11,2239.43
2021-01-12,2267.74
2021-01-13,2286.55
2021-01-17,2315.01
2021-01-18,2332.32
2021-01-19,2326.9
2021-01-20,2342.77
2021-01-21,2374.64
2021-01-24,2424.84
2021-01-25,2440.88
2021-01-26,2423.09
2021-01-27,2441.85
2021-01-28,2425.3
2021-01-31,2370.55
2021-02-01,2408.24
2021-02-02,2473.74
2021-02-03,2466.92
2021-02-04,2475.27
2021-02-07,2524
2021-02-08,2561.48
2021-02-09,2534.37
2021-02-10,2543.03
2021-02-11,2526.92
2021-02-14,2493.59
2021-02-15,2586.01
2021-02-16,2601.51
2021-02-17,2611.45
2021-02-18,2636.68
2021-02-21,2640.35
2021-02-22,2607.67
2021-02-23,2586.51
2021-02-24,2599.08
2021-02-25,2554.14
2021-02-28,2474.39
2021-03-01,2515.03
2021-03-02,2455.33
2021-03-03,2416.01
2021-03-04,2506.68
2021-03-07,2485.1
2021-03-09,2461.88
2021-03-10,2458.49
2021-03-14,2407.26
2021-03-15,2389.19
2021-03-16,2391.75
2021-03-17,2432.15
2021-03-18,2475.09
2021-03-21,2538.47
2021-03-22,2514.39
2021-03-23,2528.96
2021-03-24,2570.26
2021-03-25,2548.97
2021-03-29,2543.52
2021-03-30,2575.67
2021-03-31,2619.03
2021-04-01,2631.9
2021-04-05,2658.75
2021-04-06,2674.47
2021-04-07,2671.62
2021-04-08,2674.36
2021-04-15,2735.46
