Date,Close Price
2012-06-19,905.0
2012-06-20,916.0
2012-06-21,918.0
2012-06-25,939.0
2012-06-26,926.0
2012-06-27,940.0
2012-06-28,946.0
2012-07-01,938.0
2012-07-02,944.0
2012-07-03,940.0
2012-07-04,954.0
2012-07-05,952.0
2012-07-08,950.0
2012-07-09,965.0
2012-07-10,985.0
2012-07-11,980.0
2012-07-12,981.0
2012-07-15,1033.0
2012-07-16,995.0
2012-07-17,990.0
2012-07-18,1038.0
2012-07-19,1055.0
2012-07-22,1064.0
2012-07-23,1080.0
2012-07-24,1069.0
2012-07-25,1072.0
2012-07-26,1065.0
2012-07-29,1051.0
2012-07-30,1059.0
2012-07-31,1060.0
2012-08-01,1062.0
2012-08-05,1084.0
2012-08-06,1077.0
2012-08-07,1081.0
2012-08-08,1080.0
2012-08-12,1079.0
2012-08-13,1070.0
2012-08-14,1057.0
2012-08-15,1053.0
2012-08-16,1062.0
2012-08-19,1065.0
2012-08-21,1064.0
2012-08-22,1060.0
2012-08-23,1050.0
2012-08-26,1055.0
2012-08-27,1061.0
2012-08-28,1063.0
2012-08-29,1097.0
2012-08-30,1087.0
2012-09-02,1105.0
2012-09-03,1110.0
2012-09-04,1096.0
2012-09-05,1095.0
2012-09-06,1091.0
2012-09-09,1094.0
2012-09-10,1085.0
2012-09-11,1091.0
2012-09-12,1097.0
2012-09-13,1110.0
2012-09-16,1153.0
2012-09-17,1155.0
2012-09-18,1155.0
2012-09-19,1133.0
2012-09-20,1135.0
2012-09-23,1108.0
2012-09-24,1111.0
2012-09-25,1110.0
2012-09-26,1100.0
2012-09-27,1100.0
2012-09-30,1104.0
2012-10-01,1105.0
2012-10-02,1111.0
2012-10-03,1112.0
2012-10-04,1116.0
2012-10-07,1130.0
2012-10-08,1132.0
2012-10-09,1130.0
2012-10-10,1125.0
2012-10-11,1129.0
2012-10-14,1134.0
2012-10-15,1144.0
2012-10-17,1160.0
2012-10-18,1171.0
2012-10-30,983.0
2012-10-31,1020.0
2012-11-01,1014.0
2012-11-04,1012.0
2012-11-05,1015.0
2012-11-06,1050.0
2012-11-07,1122.0
2012-11-08,1205.0
2012-11-11,1121.0
2012-11-12,1159.0
2012-11-18,1200.0
2012-11-20,1252.0
2012-11-21,1245.0
2012-11-22,1235.0
2012-11-25,1223.0
2012-11-26,1225.0
2012-11-27,1211.0
2012-11-28,1219.0
2012-11-29,1206.0
2012-12-02,1183.0
2012-12-03,1169.0
2012-12-04,1199.0
2012-12-05,1245.0
2012-12-06,1231.0
2012-12-09,1201.0
2012-12-10,1197.0
2012-12-11,1199.0
2012-12-12,1205.0
2012-12-13,1220.0
2012-12-16,1255.0
2012-12-17,1290.0
2012-12-18,1290.0
2012-12-19,1302.0
2012-12-20,1310.0
2012-12-23,1316.0
2012-12-24,1336.0
2012-12-26,1360.0
2012-12-27,1395.0
2012-12-31,1380.0
2013-01-01,1359.0
2013-01-02,1365.0
2013-01-03,1375.0
2013-01-07,1370.0
2013-01-08,1366.0
2013-01-09,1361.0
2013-01-10,1375.0
2013-01-13,1380.0
2013-01-15,1400.0
2013-01-16,1390.0
2013-01-17,1370.0
2013-01-20,1330.0
2013-01-21,1358.0
2013-01-22,1388.0
2013-01-23,1373.0
2013-01-24,1374.0
2013-01-27,1380.0
2013-01-28,1365.0
2013-01-30,1362.0
2013-01-31,1355.0
2013-02-03,1375.0
2013-02-04,1370.0
2013-02-05,1377.0
2013-02-06,1372.0
2013-02-07,1379.0
2013-02-10,1381.0
2013-02-12,1435.0
2013-02-13,1421.0
2013-02-14,1451.0
2013-02-17,1569.0
2013-02-19,1550.0
2013-02-20,1548.0
2013-02-21,1569.0
2013-02-24,1555.0
2013-02-25,1591.0
2013-02-26,1605.0
2013-02-27,1591.0
2013-02-28,1599.0
2013-03-03,1590.0
2013-03-04,1591.0
2013-03-05,1590.0
2013-03-06,1600.0
2013-03-07,1589.0
2013-03-11,1598.0
2013-03-13,1662.0
2013-03-14,1660.0
2013-03-17,1623.0
2013-03-18,1603.0
2013-03-19,1610.0
2013-03-21,1592.0
2013-03-24,1560.0
2013-03-25,1574.0
2013-03-27,1574.0
2013-03-28,1575.0
2013-04-01,1545.0
2013-04-02,1575.0
2013-04-03,1572.0
2013-04-04,1554.0
2013-04-07,1563.0
2013-04-08,1555.0
2013-04-09,1580.0
2013-04-11,1593.0
2013-04-15,1596.0
2013-04-16,1588.0
2013-04-17,1576.0
2013-04-18,1567.0
2013-04-21,1540.0
2013-04-22,1537.0
2013-04-23,1571.0
2013-04-25,1560.0
2013-04-28,1560.0
2013-04-29,1550.0
2013-04-30,1544.0
2013-05-02,1526.0
2013-05-05,1504.0
2013-05-06,1494.0
2013-05-07,1522.0
2013-05-08,1515.0
2013-05-09,1519.0
2013-05-12,1510.0
2013-05-13,1524.0
2013-05-14,1533.0
2013-05-15,1541.0
2013-05-16,1556.0
2013-05-19,1545.0
2013-05-20,1551.0
2013-05-21,1551.0
2013-05-22,1549.0
2013-05-23,1546.0
2013-05-26,1550.0
2013-05-27,1557.0
2013-05-28,1550.0
2013-05-30,1555.0
2013-06-02,1545.0
2013-06-03,1550.0
2013-06-04,1546.0
2013-06-05,1538.0
2013-06-06,1540.0
2013-06-09,1546.0
2013-06-10,1540.0
2013-06-11,1540.0
2013-06-12,1540.0
2013-06-13,1531.0
2013-06-16,1525.0
2013-06-17,1539.0
2013-06-18,1524.0
2013-06-19,1525.0
2013-06-20,1515.0
2013-06-23,1529.0
2013-06-24,1524.0
2013-06-25,1530.0
2013-06-26,1550.0
2013-06-27,1530.0
2013-06-30,1530.0
2013-07-01,1535.0
2013-07-02,1537.0
2013-07-03,1540.0
2013-07-04,1539.0
2013-07-07,1544.0
2013-07-08,1550.0
2013-07-09,1570.0
2013-07-10,1596.0
2013-07-11,1575.0
2013-07-14,1575.0
2013-07-15,1591.0
2013-07-16,1599.0
2013-07-17,1609.0
2013-07-18,1668.0
2013-07-21,1739.0
2013-07-22,1725.0
2013-07-23,1731.0
2013-07-24,1737.0
2013-07-25,1730.0
2013-07-28,1739.0
2013-07-29,1750.0
2013-07-30,1800.0
2013-07-31,1810.0
2013-08-01,1836.0
2013-08-04,1845.0
2013-08-05,1806.0
2013-08-06,1820.0
2013-08-07,1810.0
2013-08-08,1814.0
2013-08-11,1782.0
2013-08-12,1770.0
2013-08-13,1770.0
2013-08-14,1778.0
2013-08-15,1780.0
2013-08-18,1793.0
2013-08-19,1806.0
2013-08-20,1810.0
2013-08-25,1814.0
2013-08-26,1818.0
2013-08-27,1841.0
2013-08-29,1840.0
2013-09-01,1830.0
2013-09-02,1835.0
2013-09-03,1825.0
2013-09-04,1800.0
2013-09-05,1820.0
2013-09-08,1692.0
2013-09-09,1679.0
2013-09-10,1610.0
2013-09-11,1630.0
2013-09-12,1633.0
2013-09-15,1670.0
2013-09-16,1700.0
2013-09-17,1700.0
2013-09-19,1538.0
2013-09-22,1491.0
2013-09-23,1501.0
2013-09-24,1490.0
2013-09-25,1485.0
2013-09-26,1472.0
2013-09-29,1469.0
2013-09-30,1465.0
2013-10-01,1450.0
2013-10-02,1439.0
2013-10-03,1460.0
2013-10-06,1470.0
2013-10-07,1499.0
2013-10-08,1535.0
2013-10-09,1555.0
2013-10-10,1560.0
2013-10-17,1590.0
2013-10-20,1680.0
2013-10-21,1670.0
2013-10-22,1630.0
2013-10-23,1630.0
2013-10-24,1610.0
2013-10-27,1600.0
2013-10-28,1593.0
2013-10-29,1600.0
2013-10-30,1600.0
2013-10-31,1610.0
2013-11-06,1600.0
2013-11-07,1595.0
2013-11-10,1585.0
2013-11-11,1610.0
2013-11-12,1635.0
2013-11-13,1664.0
2013-11-14,1683.0
2013-11-21,1716.0
2013-11-24,1850.0
2013-11-25,1806.0
2013-11-26,1810.0
2013-11-27,1805.0
2013-11-28,1790.0
2013-12-01,1805.0
2013-12-02,1814.0
2013-12-03,1810.0
2013-12-04,1875.0
2013-12-05,1925.0
2013-12-08,1895.0
2013-12-09,1932.0
2013-12-10,1900.0
2013-12-11,1950.0
2013-12-12,1960.0
2013-12-15,2015.0
2013-12-16,2100.0
2013-12-18,2240.0
2013-12-19,2330.0
2013-12-22,2300.0
2013-12-23,2243.0
2013-12-24,2250.0
2013-12-26,2275.0
2013-12-29,2285.0
2013-12-31,2255.0
2014-01-01,2202.0
2014-01-02,2230.0
2014-01-05,2170.0
2014-01-06,2190.0
2014-01-07,2190.0
2014-01-08,2220.0
2014-01-09,2222.0
2014-01-12,2255.0
2014-01-13,2240.0
2014-01-14,2210.0
2014-01-16,2235.0
2014-01-19,2225.0
2014-01-20,2200.0
2014-01-21,2195.0
2014-01-22,2177.0
2014-01-23,2177.0
2014-01-26,2179.0
2014-01-27,2165.0
2014-01-28,2150.0
2014-01-29,2170.0
2014-02-02,2127.0
2014-02-03,2075.0
2014-02-04,2080.0
2014-02-05,2090.0
2014-02-06,2105.0
2014-02-09,2090.0
2014-02-10,2150.0
2014-02-11,2129.0
2014-02-12,2090.0
2014-02-13,2120.0
2014-02-16,2090.0
2014-02-17,2100.0
2014-02-18,2106.0
2014-02-20,2130.0
2014-02-23,2225.0
2014-02-24,2229.0
2014-02-25,2275.0
2014-02-26,2200.0
2014-03-03,2150.0
2014-03-04,2135.0
2014-03-05,2145.0
2014-03-06,2120.0
2014-03-09,2095.0
2014-03-10,2080.0
2014-03-11,2070.0
2014-03-12,2041.0
2014-03-13,2031.0
2014-03-17,2030.0
2014-03-18,1990.0
2014-03-19,2011.0
2014-03-20,2039.0
2014-03-23,2031.0
2014-03-24,2095.0
2014-03-25,2095.0
2014-03-26,2097.0
2014-03-27,2100.0
2014-03-31,2090.0
2014-04-01,2119.0
2014-04-02,2151.0
2014-04-03,2167.0
2014-04-06,2160.0
2014-04-07,2158.0
2014-04-09,2180.0
2014-04-10,2190.0
2014-04-13,2205.0
2014-04-15,2245.0
2014-04-16,2225.0
2014-04-17,2220.0
2014-04-20,2200.0
2014-04-21,2190.0
2014-04-22,2187.0
2014-04-23,2205.0
2014-04-27,2195.0
2014-04-28,2195.0
2014-04-29,2187.0
2014-04-30,2200.0
2014-05-04,2214.0
2014-05-05,2275.0
2014-05-06,2300.0
2014-05-07,2282.0
2014-05-08,2272.0
2014-05-11,2260.0
2014-05-12,2245.0
2014-05-13,2215.0
2014-05-15,2215.0
2014-05-18,2216.0
2014-05-19,2232.0
2014-05-20,2225.0
2014-05-21,2229.0
2014-05-22,2250.0
2014-05-25,2320.0
2014-05-26,2288.0
2014-05-27,2262.0
2014-05-28,2300.0
2014-06-01,2340.0
2014-06-02,2371.0
2014-06-03,2397.0
2014-06-04,2410.0
2014-06-05,2375.0
2014-06-08,2402.0
2014-06-09,2395.0
2014-06-10,2418.0
2014-06-11,2445.0
2014-06-12,2460.0
2014-06-15,2501.0
2014-06-16,2580.0
2014-06-18,2580.0
2014-06-19,2548.0
2014-06-17,0.0
2014-06-23,2458.0
2014-06-24,2490.0
2014-06-25,2550.0
2014-06-26,2560.0
2014-06-29,2570.0
2014-06-30,2570.0
2014-07-01,2598.0
2014-07-02,2622.0
2014-07-03,2600.0
2014-07-06,2600.0
2014-07-07,2608.0
2014-07-08,2675.0
2014-07-09,2730.0
2014-07-10,2702.0
2014-07-13,2733.0
2014-07-14,2680.0
2014-07-15,2675.0
2014-07-16,2631.0
2014-07-17,2686.0
2014-07-20,2835.0
2014-07-21,2875.0
2014-07-22,2840.0
2014-07-23,2815.0
2014-07-24,2830.0
2014-07-27,2825.0
2014-07-28,2815.0
2014-07-30,2795.0
2014-07-31,2824.0
2014-08-03,2801.0
2014-08-04,2760.0
2014-08-05,2775.0
2014-08-06,2780.0
2014-08-07,2709.0
2014-08-12,2640.0
2014-08-13,2630.0
2014-08-14,2730.0
2014-08-18,2700.0
2014-08-19,2720.0
2014-08-20,2650.0
2014-08-21,2640.0
2014-08-24,2655.0
2014-08-25,2500.0
2014-08-26,2250.0
2014-08-27,2270.0
2014-08-28,2260.0
2014-08-31,2190.0
2014-09-01,2257.0
2014-09-03,1942.0
2014-09-04,1908.0
2014-09-07,1783.0
2014-09-09,1878.0
2014-09-10,1870.0
2014-09-11,1850.0
2014-09-14,1820.0
2014-09-15,1830.0
2014-09-16,1845.0
2014-09-17,1850.0
2014-09-18,1800.0
2014-09-21,1795.0
2014-09-22,1800.0
2014-09-23,1820.0
2014-09-24,1840.0
2014-09-28,1890.0
2014-09-29,1948.0
2014-09-30,1985.0
2014-10-08,1960.0
2014-10-09,1930.0
2014-10-12,1866.0
2014-10-13,1890.0
2014-10-14,1890.0
2014-10-15,1908.0
2014-10-16,1911.0
2014-10-19,1910.0
2014-10-20,1920.0
2014-10-21,1920.0
2014-10-22,1925.0
2014-10-26,1915.0
2014-10-27,1910.0
2014-10-28,1916.0
2014-10-30,1910.0
2014-11-02,1890.0
2014-11-03,1860.0
2014-11-04,1815.0
2014-11-05,1853.0
2014-11-06,1820.0
2014-11-09,1800.0
2014-11-10,1750.0
2014-11-11,1760.0
2014-11-12,1770.0
2014-11-13,1752.0
2014-11-16,1760.0
2014-11-17,1688.0
2014-11-18,1670.0
2014-11-19,1700.0
2014-11-20,1694.0
2014-11-23,1700.0
2014-11-24,1690.0
2014-11-25,1709.0
2014-11-30,1725.0
2014-12-01,1709.0
2014-12-02,1709.0
2014-12-03,1724.0
2014-12-04,1739.0
2014-12-07,1716.0
2014-12-08,1731.0
2014-12-09,1740.0
2014-12-10,1745.0
2014-12-11,1801.0
2014-12-14,1936.0
2014-12-15,1970.0
2014-12-16,1949.0
2014-12-17,1911.0
2014-12-18,1900.0
2014-12-21,1870.0
2014-12-22,1850.0
2014-12-23,1825.0
2014-12-24,1887.0
2014-12-28,1945.0
2014-12-29,1940.0
2014-12-31,1915.0
2015-01-01,1908.0
2015-01-04,1950.0
2015-01-05,1960.0
2015-01-06,1950.0
2015-01-07,1973.0
2015-01-08,1981.0
2015-01-11,1981.0
2015-01-12,1960.0
2015-01-13,1961.0
2015-01-14,1982.0
2015-01-18,1985.0
2015-01-19,2090.0
2015-01-20,2035.0
2015-01-22,2022.0
2015-01-25,2085.0
2015-01-26,2088.0
2015-01-27,2083.0
2015-01-28,2130.0
2015-01-29,2140.0
2015-02-01,2145.0
2015-02-02,2153.0
2015-02-03,2150.0
2015-02-04,2145.0
2015-02-05,2131.0
2015-02-08,2139.0
2015-02-09,2130.0
2015-02-10,2120.0
2015-02-11,2145.0
2015-02-12,2151.0
2015-02-15,2150.0
2015-02-16,2149.0
2015-02-18,2140.0
2015-02-22,2125.0
2015-02-23,2105.0
2015-02-24,2100.0
2015-02-25,2111.0
2015-02-26,2130.0
2015-03-01,2124.0
2015-03-02,2130.0
2015-03-03,2122.0
2015-03-04,2131.0
2015-03-09,2146.0
2015-03-10,2150.0
2015-03-11,2152.0
2015-03-12,2140.0
2015-03-15,2102.0
2015-03-16,2075.0
2015-03-17,2100.0
2015-03-18,2100.0
2015-03-19,2110.0
2015-03-22,2130.0
2015-03-23,2101.0
2015-03-24,2093.0
2015-03-25,2083.0
2015-03-26,2070.0
2015-03-29,2070.0
2015-03-30,2055.0
2015-03-31,2085.0
2015-04-01,2068.0
2015-04-02,2060.0
2015-04-05,2065.0
2015-04-06,2072.0
2015-04-07,2070.0
2015-04-08,2086.0
2015-04-09,2145.0
2015-04-12,2125.0
2015-04-13,2133.0
2015-04-15,2134.0
2015-04-16,2132.0
2015-04-19,2140.0
2015-04-20,2137.0
2015-04-21,2121.0
2015-04-22,2131.0
2015-04-23,2133.0
2015-05-24,1920.0
2015-05-25,1728.0
2015-05-26,1735.0
2015-05-27,1736.0
2015-05-28,1770.0
2015-05-31,1900.0
2015-06-01,1950.0
2015-06-02,1950.0
2015-06-03,2030.0
2015-06-04,2015.0
2015-06-07,2029.0
2015-06-08,2070.0
2015-06-09,2115.0
2015-06-10,2100.0
2015-06-11,2035.0
2015-06-14,2039.0
2015-06-15,2050.0
2015-06-16,2042.0
2015-06-17,2025.0
2015-06-18,2030.0
2015-06-21,2020.0
2015-06-22,2030.0
2015-06-23,2020.0
2015-06-24,2065.0
2015-06-25,2065.0
2015-06-28,2080.0
2015-06-29,2100.0
2015-06-30,2125.0
2015-07-01,2099.0
2015-07-02,2085.0
2015-07-05,2084.0
2015-07-06,2080.0
2015-07-07,2094.0
2015-07-08,2091.0
2015-07-09,2091.0
2015-07-12,2097.0
2015-07-13,2101.0
2015-07-14,2100.0
2015-07-15,2103.0
2015-07-16,2120.0
2015-07-22,2135.0
2015-07-23,2328.0
2015-07-26,2560.0
2015-07-27,2605.0
2015-07-28,2553.0
2015-07-29,2520.0
2015-07-30,2560.0
2015-08-02,2650.0
2015-08-03,2594.0
2015-08-04,2592.0
2015-08-05,2595.0
2015-08-06,2600.0
2015-08-09,2715.0
2015-08-10,2770.0
2015-08-11,2745.0
2015-08-12,2730.0
2015-08-13,2820.0
2015-08-16,2880.0
2015-08-17,3168.0
2015-08-18,3202.0
2015-08-19,3310.0
